Transaction_ID,Transaction_Date,Customer_ID,Gender,Age,City,Product_ID,Product_Name,Category,Brand,Quantity,Unit_Price_VND,Revenue,Source_Currency,Rating,Customer_Review,Original_Price,Discount_Price,Original_Price_VND,Discount_Price_VND,avg_rating,reviews_count,rating_average,review_count,quantity_sold,availability,is_for_sale,description,product_type,category_2,category_3,manufacturer,current_seller,fulfillment_type,date_created,number_of_images,favourite_count,has_video,Source
T000035,2026-05-07 20:21:15,C01995,Male,62,Đà Lạt,143112615,Bao Da Passport Vintage HAVIAS - Chính hãng,Ví passport,HAVIAS,2,190000,380000,VND,3,"Theo cảm nhận của tôi, sản phẩm đáp ứng nhu cầu cơ bản nhưng chưa tạo được nhiều ấn tượng.",190000,190000,190000.0,190000.0,,,0.0,0.0,0.0,,,   BAO DA PASSPORT - Phụ kiện không thể thiếu trong những chuyến bay.   • THÔNG TIN CHUNG   - Thương hiệu: HAVIAS   - Mã sản phẩm: LC100L1120N   - Chất liệu: Da thật 100% nhập khẩu.   - Kích thư...,,,,,HAVIAS,dropship,388.0,9.0,0.0,False,Tiki
T000036,2026-01-07 00:55:31,C00195,Male,65,Huế,325083351,smarTrike Xtend Kids Bike 3 Stage Blue Bicycle,Marketplace,smarTrike Xtend,2,10427052,20854104,GBP,3,"Ở góc độ người dùng, sản phẩm dùng được, không quá tốt nhưng cũng không quá tệ.",299.99,299.99,10427052.0,10427052.0,\N,\N,,,,in_stock,True,"The smarTrike Xtend bike is a worlds first a balance bike that can grow with your child and change into a pedal bike. The Xtend balance-to-pedal bike is designed to give your child the skills and the confidence they need to ride a pedal bike without the need for stabilisers. Its the best way for kids to learn how to ride. Once they have learned to balance, the footrests can be removed and the pedals and chain mechanism can be simply added, and they will be pedalling in no time. And then later, when they have mastered pedalling and grown, the bike can extend further, thanks to the extending frame and simple adjustments of the handlebars and raising of the saddle. With the Xtends unique extendable lightweight and sturdy magnesium frame, it will allow your child to get multiple years of use from the bike. It features a front brake that will give you extra confidence, as it will help bring the bike quickly and safely to a halt, pneumatic tyres on 14 inch spoked magnesium wheels with reflectors and a covered chainguard. Suitable from 3 to 7 + years of age.
Dimensions: 105 to 108 x 55 x 65 to 70 cm. Weight 8.7 kg
WARNING(S):
 Only for domestic use.
 To be used under the supervision of an adult.
 Protective equipment (helmet, knee pads, elbow pads and wrist guards) should be worn.
 Not to be used in traffic.
 This product contains no chemicals.",SingleProduct,Sports & Leisure,Cycling & Scooters,\N,,,,,,,Tesco
T000037,2026-08-01 08:26:19,C00962,Male,59,Đà Nẵng,139970736,[HSP53] Túi đựng đồ dây rút chống thấm hình gấu broun [SIÊU XINH] [SIÊU TIỆN] Túi dây rút tiện dụng,Túi trống,OEM,1,5000,5000,VND,2,"Ở góc độ người dùng, sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.",5000,5000,5000.0,5000.0,,,5.0,6.0,131.0,,,"TÚI ĐỰNG ĐỒ DÂY RÚT CHỐNG THẤM GẤU BROUN SIÊU TIỆNĐẶC ĐIỂM NỔI BẬT: Được làm từ chất liệu nhựa PVC nên rất bền dai và chắc chắn, thân thiện với môi trường Khả năng chống thấm nước vô cùng tốt, giúp bả...",,,,,Happyhome2077,dropship,660.0,5.0,0.0,False,Tiki
T000038,2026-08-24 14:27:58,C01817,Female,42,Cần Thơ,49363752,Balo nam nữ kiểu dáng Hàn Quốc cá tính thời trang 44 x 30 x 15 cm BL09 (Tặng móc khóa PĐ),Thời Trang,OEM,5,159000,795000,VND,2,Sản phẩm chưa đáp ứng được kỳ vọng và trải nghiệm còn hạn chế.,195000,159000,195000.0,159000.0,,,4.7,15.0,57.0,,,Balo nam nữ kiểu dáng Hàn Quốc cá tính thời trang 44 x 30 x 15 cm BL09 (Tặng móc khóa PĐ) - Đen...,,,,,TiGI HOUSE,tiki_delivery,1291.0,7.0,0.0,False,Tiki
T000039,2025-09-23 12:34:22,C01761,Female,28,TP. Hồ Chí Minh,212561916,Túi Đựng Đồ Lót Đi Du Lịch Nhiều Ngăn Nhỏ Gọn Không Thấm Nước Tiện Dụng - Màu Đen - Chính hãng dododios,Phụ kiện du lịch khác,dododios,5,89300,446500,VND,1,Trải nghiệm với sản phẩm rất tệ và tôi hoàn toàn không hài lòng.,94000,89300,94000.0,89300.0,,,0.0,0.0,0.0,,,Túi Đựng Đồ Lót Đi Du Lịch Nhiều Ngăn Nhỏ Gọn Không Thấm Nước Tiện Dụng - Màu Đen - Chính hãng dododios        Túi Đựng Đồ Lót Đi Du Lịch Nhiều Ngăn Nhỏ Gọn Không Thấm Nước Tiện DụngT...,,,,,DoDoDios Official Store,dropship,262.0,12.0,0.0,True,Tiki
T000040,2026-07-12 16:35:50,C00421,Female,41,Hải Phòng,194570419,"Set 10 Túi Giày Vải Không Dệt Có Dây Rút, Túi Vải Đa Năng",Túi trống,NAVIVU,5,35000,175000,VND,1,"Ở góc độ người dùng, chất lượng cảm nhận chưa đạt yêu cầu và trải nghiệm tổng thể rất tiêu cực.",35000,35000,35000.0,35000.0,,,4.8,30.0,262.0,,,"Túi Giày Vải Không Dệt Có Dây Rút, Túi Vải Đa NăngCách rút dây: tìm đến mép miệng túi, ở một cạnh sẽ là đầu dây rút, xé vị trí đó ra để kéo dây rút lại.Chất liệu: vải không dệt dai và bền.Kích thước...",,,,,Ghế Nam Việt,tiki_delivery,395.0,10.0,0.0,False,Tiki
T000041,2026-07-30 22:46:47,C01307,Female,57,Hải Phòng,252763609,Túi du lịch 1 - 2 tầng️ [ FREE SHIP ]️túi xách du lịch cỡ lớn đựng quần áo mỹ phẩm gấp gọn,Túi trống,OEM,1,45000,45000,VND,2,Sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.,45000,45000,45000.0,45000.0,,,0.0,0.0,0.0,,,MÔ TẢ SẢN PHẨM️️️ CAM KẾTNHẬN HÀNG THANH TOÁN TẠI NHÀHÀNG GIỐNG NHƯ QUẢNG CÁO KHÔNG ĐÚNG HOÀN TIỀN ĐỀN 100%Túi du lịch 1 - 2 tầng️ [ FREE SHIP ]️túi xách du lịch cỡ lớn đựng quần áo mỹ phẩm gấp gọnTú...,,,,,LÊ THỊ HƯƠNG VIỆT BẢO TÍN,dropship,131.0,1.0,0.0,False,Tiki
T000042,2025-11-22 00:07:57,C01448,Female,64,Biên Hòa,205289375,"[Hàng sẵn] Vali du lịch kiêm xe ngồi  20inch có khóa hải quan chắc,tặng khung an toàn và đệm ngồi kèm sticker cho bé",Vali nhựa,OEM,1,2750000,2750000,VND,4,"Theo cảm nhận của tôi, tôi hài lòng vì sản phẩm nhìn chung đáp ứng tốt mong đợi.",2750000,2750000,2750000.0,2750000.0,,,0.0,0.0,0.0,,,"[Hàng sẵn] Vali du lịch kiêm xe ngồi 20inch cho bé,trợ lực đến 50kg tặng khung an toàn và đệm ngồi kèm sticker cho bé.Kích thước này có thể được lên máy bay trực tiếp mà không cần làm thủ tục. Khóa ké...",,,,,GiaLuan481988,dropship,305.0,1.0,0.0,True,Tiki
T000043,2026-06-19 03:07:50,C01888,Female,41,Hải Phòng,325087063,Argon Tableware 12pc Round Slate Placemats & Round Coasters Set - Black Natural Stone Dinnerware Plate Placemats Drink Mats | Grey | Grey | One Size | 12,Marketplace,Argon Tableware,1,1250940,1250940,GBP,2,"Với trải nghiệm này, sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.",35.99,35.99,1250940.0,1250940.0,\N,\N,,,,in_stock,True,"These Argon Tableware Slate Placemats are the perfect way to bring some rustic charm to your table service.
One of the hottest dining room decor trends of recent years, slate has come under high demand from homes and restaurants alike for its sleek, stylish aesthetic as well as its high durability and natural heat resistance.
The 33cm diameter of these platters makes them perfect for serving drinks, along with desserts, starters, tapas and other smaller food dishes. Soft, padded rubber feet on the base protect dining tables and surface tops from scratches, and the individually cut edges give each piece its own unique finish.
These platters are easy to clean - requiring only wiping with a damp cloth - and, like all Argon Tableware dining pieces, are designed to last you for years, even under regular, intensive use.",SingleProduct,Cook & Dine,Tableware,\N,,,,,,,Tesco
T000044,2026-03-04 03:03:06,C01063,Male,63,Huế,168496590,Bộ Chiết Mỹ Phẩm Du Lịch 10 Món Loại To,Phụ kiện du lịch khác,OEM,4,110600,442400,VND,2,Tôi chưa hài lòng vì sản phẩm vẫn còn nhiều điểm cần cải thiện.,110600,110600,110600.0,110600.0,,,0.0,0.0,0.0,,,       Một giải pháp hoàn hảo cho bạn trong những chuyến đi xa.   Bộ SP gồm:   01 gương có nắp đậy (7x5.3cm).   01 lược (8x3.8cm).   01 bàn chải đánh răng có nắp đậy (11cm).   01 khăn mặt (20...,,,,,All Store Tiện Ích Thông Minh,dropship,551.0,2.0,0.0,False,Tiki
T000045,2026-01-31 03:21:52,C01660,Female,32,Đà Lạt,194454994,Hộp đựng bàn chải điện du lịch,Root,OEM,4,25000,100000,VND,3,Trải nghiệm ở mức bình thường và không có gì quá nổi bật.,25000,25000,25000.0,25000.0,,,0.0,0.0,4.0,,,"       CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI THU NGÂN   Địa chỉ kho hàng : Số 8, tổ 10, Phường Phú La, Quận Hà Đông, Thành phố Hà Nội    Quyết định mua là của bạn!   Thông tin sản phẩm: Hộp đựng bà...",,,,,TN Living,dropship,396.0,9.0,0.0,False,Tiki
T000046,2026-01-06 21:56:55,C00569,Male,56,Hà Nội,119368423,Túi Du Lịch Gấp Gọn Siêu Nhẹ WIND BLOWS Túi Du Lịch Xách Tay Chống Thấm Nước Gắn Vali Kéo,Túi trống,OEM,2,100000,200000,VND,5,Tôi cảm thấy sản phẩm đáp ứng tốt nhu cầu và mang lại trải nghiệm tuyệt vời.,100000,100000,100000.0,100000.0,,,3.0,1.0,1.0,,,"       Túi Du Lịch Gấp Gọn Siêu Nhẹ WIND BLOWS Túi Du Lịch Xách Tay Chống Thấm Nước Gắn Vali Kéo   Túi xách du lịch xếp gọn với kiểu dáng hiện đại, không gian rộng có sức chứa lớn, giúp bạn đựng ...",,,,,THANH PHÚC SHOP,dropship,749.0,6.0,0.0,False,Tiki
T000047,2025-11-20 09:10:26,C01180,Male,30,Vũng Tàu,191981357,BALO MINI friend molang AOMIVN DÂY RÚT ĐEO VAI 33x38cm NHỎ XINH UNISEX CHẤT CANVAS CUTE TIỆN ÍCH DU LỊCH DẠO PHỐ,Root,OEM,4,37800,151200,VND,5,"Nhìn chung, sản phẩm đáp ứng rất tốt nhu cầu và mang lại trải nghiệm tuyệt vời.",37800,37800,37800.0,37800.0,,,0.0,0.0,0.0,,,"       BALO ĐEO VAI TIỆN ÍCH vải canvas đa dạng họa tiết tha hồ lựa chọn, là món đồ ưa chuộng nhất của giới trẻ hiện nay   Chất liệu: Canvas dày mềm.   Kích thước: 38X33cm   Xuất xứ: Việt Nam ...",,,,,Aomivn,dropship,417.0,6.0,0.0,False,Tiki
T000048,2025-12-13 14:52:10,C00917,Female,50,Hà Nội,325086446,LAV Elegan Highball Glasses - 370ml - Clear - Pack of 6 | Clear | Clear,Marketplace,LAV,2,451506,903012,GBP,5,"Ở góc độ người dùng, trải nghiệm với sản phẩm rất tích cực và khiến tôi hoàn toàn hài lòng.",12.99,12.99,451506.0,451506.0,\N,\N,,,,in_stock,True,"The Elegan range of Highball Cocktail Glasses from LAV serves as a representation of the company's ongoing commitment to bring contemporary design and innovative styling to your drinking glassware.
With sharp, angular sides that descend towards a series of corrugated ridges, the bold styling of these tumblers will bring a striking, futuristic air to any drinks service.
The 335ml capacity makes these glasses the perfect vessel for serving decadent and vibrant highball cocktails, as well as bottled beers, juices, soft drinks and more.
Whether shopping for business or pleasure, when it comes to products that effortlessly straddle the gap between fashion and function, these Tumblers are sure to fill your home with LAV.",SingleProduct,Cook & Dine,Glassware,\N,,,,,,,Tesco
T000049,2026-07-14 12:16:51,C01934,Male,35,Huế,95289510,Túi du lịch thời trang TRAVEL BAG,Túi trống,ARTË,2,550000,1100000,VND,2,"Theo cảm nhận của tôi, sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.",550000,550000,550000.0,550000.0,,,0.0,0.0,0.0,,,"TÍNH NĂNG SẢN PHẨM: túi xách thời trang - Túi xách thời trang chống thấm do được sử dụng bằng chất liệu Polyester, túi xách siêu nhẹ lại có khả năng chống trầy, đảm bảo đồ đạc bên trong luôn an toàn.-...",,,,,Arte Bags,dropship,859.0,6.0,0.0,True,Tiki
T000050,2026-01-29 17:17:18,C01478,Female,36,TP. Hồ Chí Minh,263063240,[Lập Trình Nhúng A-Z][145] Jack Bắp Chuối 4mm Đực Cái,Phụ kiện du lịch khác,OEM,4,1800,7200,VND,5,Trải nghiệm với sản phẩm rất tích cực và tôi cảm thấy rất hạnh phúc với nó.,1800,1800,1800.0,1800.0,,,0.0,0.0,0.0,,," THÔNG SỐ KỸ THUẬT:️ Đầu Jack Đực/Cái bắp chuối 4mm, Loại Jack vặn ốc.️ Đầu jack dùng để kết nối với Amply và các thiết bị âm thanh khá***  CẢM ƠN TẤT CẢ MỌI NGƯỜI ĐÃ TIN TƯỞNG VÀ MUA HÀNG TẠI LẬP TR...",,,,,Lập Trình Nhúng AZ,dropship,90.0,2.0,0.0,False,Tiki
T000051,2025-10-30 16:40:07,C00639,Female,37,Đà Nẵng,206289442,"Vali kéo du lịch Modo by Roncato Charm - hành lý xách tay, ký gửi size 20 inch - 24 inch - 28 inch",Balo và Vali,Modo By Roncato,5,3490000,17450000,VND,4,Tôi hài lòng vì sản phẩm đáp ứng được nhu cầu cơ bản và mang lại trải nghiệm tích cực.,3490000,3490000,3490000.0,3490000.0,,,5.0,1.0,1.0,,,"Thương hiệu nổi tiếng từ Ý – Uy tín, cao cấp và bền bỉ - phân phối chính hãng và độc quyền tại Việt Nam bởi KOS Chiếc vali Modo by Roncato là sản phẩm nổi bật đến từ thương hiệu Roncato chính hãng c...",,,,,KOS SHOP,dropship,295.0,7.0,0.0,False,Tiki
T000052,2025-10-27 00:27:14,C00164,Female,30,Đà Nẵng,191423246,"Túi du lịch chống thấm nước, xếp gọn, có thể xách tay hoặc gắn vali kéo tiện dụng","Balo du lịch, phượt",OEM,4,49900,199600,VND,2,"Nhìn chung, sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.",49900,49900,49900.0,49900.0,,,4.0,1.0,12.0,,,"Túi du lịch chống thấm nước, xếp gọn, có thể xách tay hoặc gắn vali kéo tiện dụngTúi du lịch chống thấm nước, xếp gọn được thiết kế đơn giản, gọn nhẹ chuyên dùng làm túi du lịch vừa chống thấm nước, ...",,,,,shopCoD,dropship,423.0,9.0,0.0,True,Tiki
T000053,2026-02-15 13:10:44,C00663,Male,55,Biên Hòa,325086165,Nikko Race Buggies - Turbo Panther Remote Control Car,Marketplace,Nikko,5,3127872,15639360,GBP,3,"Việc sử dụng sản phẩm mang lại trải nghiệm trung bình, có thể chấp nhận được.",89.99,89.99,3127872.0,3127872.0,\N,\N,,,,in_stock,True,"The Turbo Panther Race Buggy is a 9 inch all-terrain remote controlled race buggy that is suitable for indoors or outside. It features LED lights bars so you can race night and day and has a scale of 1:18 and hit speeds of up to 4.7 mph. The remote control has a range of 40 metres. The remote control requires 3 x AAA batteries, the vehicle requires 4 x AA batteries, both not supplied. Suits ages 6 years +.",SingleProduct,Toys,Action Toys & Vehicles,\N,,,,,,,Tesco
T000054,2025-10-28 13:27:43,C01476,Female,34,Đà Nẵng,263026934,[Lập Trình Nhúng A-Z][G7] Pin 12V 27A/23A Alkaline Dùng Cho Điều Khiển,Root,OEM,5,4500,22500,VND,3,"Với trải nghiệm này, trải nghiệm ở mức bình thường và không có gì quá nổi bật.",4500,4500,4500.0,4500.0,,,0.0,0.0,0.0,,,"        THÔNG SỐ KỸ THUẬT:   ️ Cỡ pin 27A Hoặc 23A   ️ Điện áp 12V   ️ Dùng cho remote RF như cửa quấn , khóa xe má   ️ Loại pin Alkaline   *** CẢM ƠN TẤT CẢ MỌI NGƯỜI ĐÃ TIN TƯỞNG VÀ MUA HÀN...",,,,,Lập Trình Nhúng AZ,dropship,91.0,5.0,0.0,False,Tiki
T000055,2026-02-07 09:55:49,C01742,Female,43,Vũng Tàu,205673305,"Balo Nam Chống Nước Cao Cấp, Túi Du Lịch Đa Năng Tiện Lợi , Sức Chứa Lớn , Nhiều Ngăn BL020",Balo nam,OEM,4,396000,1584000,VND,1,"Sản phẩm không đạt tiêu chuẩn, gây thất vọng cho tôi.",450000,396000,450000.0,396000.0,,,4.6,16.0,47.0,,,"Balo Nam Chống Nước Cao Cấp, Túi Du Lịch Đa Năng Tiện Lợi , Sức Chứa Lớn , Nhiều Ngăn BL020❖ THÔNG TIN SẢN PHẨM :Kích thước : Dài x Rộng x Cao ( 43m x 30 cm x 20 cm) (20L-35L)Phong cách : châu âuC...",,,,,Dum Bum Store,tiki_delivery,301.0,10.0,0.0,False,Tiki
T000056,2026-08-16 03:13:12,C00317,Male,51,Nha Trang,183348475,Balo unisex Dynamic Backpack chính hãng NATOLI nhiều ngăn kháng nước siêu nhẹ thời trang phong cách cao cấp,"Balo du lịch, phượt",NATOLI,4,450000,1800000,VND,1,Tôi cảm thấy rất thất vọng do sản phẩm không đạt mức chất lượng mong muốn.,643000,450000,643000.0,450000.0,,,0.0,0.0,0.0,,,"""Balo thời trang phong cách hàn quốc Natoli - Dynamic Backpack."" là sản phẩm đến từ bộ sưu tập ""Dynamic Backpack"" của nhà mốt Natoli. Sản phẩm được thiết kế theo phong cách tối giản, nhưng ẩn chứa nhi...",,,,,NATOLI OFFICIAL,dropship,472.0,7.0,0.0,True,Tiki
T000057,2026-02-01 13:53:58,C00495,Male,63,Đà Nẵng,139211174,Thẻ đeo hành lý treo vali nhiều hình,Phụ kiện vali,OEM,4,11909,47636,VND,2,"Nhìn chung, tôi chưa hài lòng vì sản phẩm vẫn còn nhiều điểm cần cải thiện.",14075,11909,14075.0,11909.0,,,4.0,4.0,59.0,,,"Thẻ hành lý là sản phẩm giúp cho bạn dễ dàng xác nhận được vali hay đồ dùng, hành lý cá nhân của mình trong vô vàn những hành lý của nhiều người khác.Đặc biệt, đối với những người hay phải di chuyển ...",,,,,Shalla,dropship,670.0,3.0,0.0,False,Tiki
T000058,2026-05-13 11:08:04,C01819,Female,41,Huế,248641354,"Túi chống sốc máy tính xách tay LÓT NHUNG /2 NGĂN (Xám/Xanh/Đỏ) 12/13/14""",Root,OEM,4,70000,280000,VND,3,"Với trải nghiệm này, trải nghiệm ở mức bình thường và không có gì quá nổi bật.",70000,70000,70000.0,70000.0,,,0.0,0.0,0.0,,,"       Tên sản phẩm   Name Product   7703 Laptop sleeve 13.3""   Mã sản phẩm   Item model number   RIVACASE 7703   Kích thước nội ngoại   Interior / Exterior Dimension (mm)   335x235x25/ 34...",,,,,Gearvngaming,dropship,172.0,9.0,0.0,False,Tiki
